transaction_date,month_name,Month_id,day_name,day_Number,trans_count,product_sold,product_category,product_detail,product_type,store_location,time_bucket,total_revenue
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Latte,Barista Espresso,Astoria,Evening,3.75
2023-02-03,Feb,2023-02,Fri,6,1,1,Bakery,Chocolate Croissant,Pastry,Astoria,Evening,3.75
2023-02-03,Feb,2023-02,Fri,6,2,2,Tea,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Evening,7.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,3,3,Coffee,Latte Rg,Barista Espresso,Astoria,Evening,12.75
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Evening,4.25
2023-02-03,Feb,2023-02,Fri,6,1,1,Bakery,Croissant,Pastry,Hell's Kitchen,Evening,3.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Evening,2.50
2023-02-03,Feb,2023-02,Fri,6,2,2,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Evening,9.30
2023-02-03,Feb,2023-02,Fri,6,3,3,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Evening,18.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Peppermint Lg,Brewed herbal tea,Astoria,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,2,2,Bakery,Hazelnut Biscotti,Biscotti,Astoria,Evening,6.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Evening,5.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Lemon Grass Lg,Brewed herbal tea,Astoria,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,2,2,Tea,Earl Grey Rg,Brewed Black tea,Astoria,Evening,5.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Serenity Green Tea Lg,Brewed Green tea,Astoria,Evening,6.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Bakery,Croissant,Pastry,Astoria,Evening,3.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Evening,4.90
2023-02-03,Feb,2023-02,Fri,6,1,1,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Evening,9.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Evening,2.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Evening,2.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Evening,3.75
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Evening,5.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Brazilian Rg,Organic brewed coffee,Astoria,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Evening,2.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Evening,2.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Bakery,Oatmeal Scone,Scone,Astoria,Evening,3.00
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Evening,3.10
2023-02-03,Feb,2023-02,Fri,6,1,1,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Evening,4.75
2023-02-03,Feb,2023-02,Fri,6,2,2,Bakery,Ginger Scone,Scone,Astoria,Evening,6.50
2023-02-03,Feb,2023-02,Fri,6,1,1,Coffee,Cappuccino,Barista Espresso,Astoria,Evening,3.75
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Evening,2.55
2023-02-03,Feb,2023-02,Fri,6,1,1,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Evening,5.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Morning,12.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Morning,15.30
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Morning,6.20
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Peppermint Lg,Brewed herbal tea,Lower Manhattan,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Almond Croissant,Pastry,Lower Manhattan,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Morning,5.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Bakery,Croissant,Pastry,Lower Manhattan,Morning,10.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Morning,10.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Bakery,Ginger Scone,Scone,Lower Manhattan,Morning,9.75
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Morning,8.80
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Latte Rg,Barista Espresso,Hell's Kitchen,Morning,21.25
2023-02-04,Feb,2023-02,Sat,7,4,4,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Morning,28.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Ginger Scone,Scone,Hell's Kitchen,Morning,3.25
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Cappuccino Lg,Barista Espresso,Lower Manhattan,Morning,8.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Morning,2.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Morning,9.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Jumbo Savory Scone,Scone,Hell's Kitchen,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Espresso shot,Barista Espresso,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Morning,12.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Morning,6.60
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Morning,15.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Bakery,Chocolate Croissant,Pastry,Lower Manhattan,Morning,15.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Morning,21.70
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Morning,4.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Morning,12.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Bakery,Hazelnut Biscotti,Biscotti,Lower Manhattan,Morning,13.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Morning,4.90
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Morning,24.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Morning,9.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Morning,21.00
2023-02-04,Feb,2023-02,Sat,7,5,5,Tea,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Morning,20.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Morning,12.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Cranberry Scone,Scone,Lower Manhattan,Morning,3.25
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Cappuccino,Barista Espresso,Lower Manhattan,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,5,5,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Morning,28.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Ginger Biscotti,Biscotti,Hell's Kitchen,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Morning,4.40
2023-02-04,Feb,2023-02,Sat,7,5,5,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Morning,19.60
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Morning,17.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Morning,9.30
2023-02-04,Feb,2023-02,Sat,7,2,2,Bakery,Almond Croissant,Pastry,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Morning,9.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Morning,8.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Cappuccino,Barista Espresso,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Latte,Barista Espresso,Lower Manhattan,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Scottish Cream Scone ,Scone,Lower Manhattan,Morning,4.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Morning,4.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Morning,5.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Latte,Barista Espresso,Hell's Kitchen,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Scottish Cream Scone ,Scone,Hell's Kitchen,Morning,4.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Ethiopia Sm,Gourmet brewed coffee,Astoria,Morning,6.60
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Morning,4.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Astoria,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Bakery,Chocolate Croissant,Pastry,Astoria,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Morning,3.25
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Latte Rg,Barista Espresso,Astoria,Morning,21.25
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ethiopia Lg,Gourmet brewed coffee,Astoria,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Earl Grey Lg,Brewed Black tea,Astoria,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,English Breakfast Lg,Brewed Black tea,Astoria,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Peppermint Rg,Brewed herbal tea,Astoria,Morning,2.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Morning,5.10
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Serenity Green Tea Rg,Brewed Green tea,Astoria,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Cappuccino,Barista Espresso,Astoria,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Ginger Biscotti,Biscotti,Astoria,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Morning,3.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Morning,2.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Espresso shot,Barista Espresso,Astoria,Morning,9.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Astoria,Morning,4.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Morning,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Espresso shot,Barista Espresso,Hell's Kitchen,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Morning,5.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Brazilian Rg,Organic brewed coffee,Astoria,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Brazilian Lg,Organic brewed coffee,Astoria,Morning,3.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Morning,6.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Peppermint Lg,Brewed herbal tea,Astoria,Morning,3.00
2023-02-04,Feb,2023-02,Sat,7,7,7,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Afternoon,31.85
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Afternoon,20.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Afternoon,14.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Peppermint Lg,Brewed herbal tea,Lower Manhattan,Afternoon,12.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Afternoon,12.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Afternoon,12.50
2023-02-04,Feb,2023-02,Sat,7,5,5,Coffee,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Afternoon,21.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Afternoon,17.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Afternoon,22.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Afternoon,15.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Afternoon,9.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Afternoon,15.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Bakery,Scottish Cream Scone ,Scone,Lower Manhattan,Afternoon,9.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Afternoon,18.00
2023-02-04,Feb,2023-02,Sat,7,6,6,Drinking Chocolate,Dark chocolate Lg,Hot chocolate,Astoria,Afternoon,49.50
2023-02-04,Feb,2023-02,Sat,7,6,6,Bakery,Chocolate Croissant,Pastry,Astoria,Afternoon,22.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,English Breakfast Rg,Brewed Black tea,Astoria,Afternoon,12.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,Lemon Grass Lg,Brewed herbal tea,Astoria,Afternoon,18.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Cappuccino,Barista Espresso,Lower Manhattan,Afternoon,11.25
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Afternoon,12.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Drinking Chocolate,Dark chocolate Rg,Hot chocolate,Astoria,Afternoon,17.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Afternoon,24.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Latte,Barista Espresso,Astoria,Afternoon,11.25
2023-02-04,Feb,2023-02,Sat,7,5,5,Coffee,Cappuccino Lg,Barista Espresso,Lower Manhattan,Afternoon,29.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Jumbo Savory Scone,Scone,Lower Manhattan,Afternoon,3.75
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Afternoon,15.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Bakery,Hazelnut Biscotti,Biscotti,Astoria,Afternoon,6.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Afternoon,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Latte Rg,Barista Espresso,Hell's Kitchen,Afternoon,8.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Astoria,Afternoon,18.00
2023-02-04,Feb,2023-02,Sat,7,5,5,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Afternoon,22.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Afternoon,10.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Bakery,Chocolate Croissant,Pastry,Hell's Kitchen,Afternoon,7.50
2023-02-04,Feb,2023-02,Sat,7,6,6,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Afternoon,18.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Afternoon,2.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Afternoon,12.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Afternoon,9.00
2023-02-04,Feb,2023-02,Sat,7,6,6,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Afternoon,26.95
2023-02-04,Feb,2023-02,Sat,7,8,8,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Afternoon,30.60
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Afternoon,7.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Afternoon,3.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Ethiopia Sm,Gourmet brewed coffee,Astoria,Afternoon,8.80
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Afternoon,10.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Afternoon,10.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Afternoon,3.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Scottish Cream Scone ,Scone,Hell's Kitchen,Afternoon,4.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Afternoon,12.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Cappuccino Lg,Barista Espresso,Astoria,Afternoon,8.50
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Croissant,Pastry,Astoria,Afternoon,3.50
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Brazilian Lg,Organic brewed coffee,Lower Manhattan,Afternoon,21.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Afternoon,17.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Afternoon,4.40
2023-02-04,Feb,2023-02,Sat,7,4,4,Coffee,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Afternoon,17.60
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,English Breakfast Lg,Brewed Black tea,Astoria,Afternoon,9.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Brazilian Rg,Organic brewed coffee,Astoria,Afternoon,9.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Latte,Barista Espresso,Hell's Kitchen,Afternoon,3.75
2023-02-04,Feb,2023-02,Sat,7,1,1,Coffee,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Afternoon,3.50
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Afternoon,7.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Afternoon,5.00
2023-02-04,Feb,2023-02,Sat,7,5,5,Coffee,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Afternoon,19.60
2023-02-04,Feb,2023-02,Sat,7,3,3,Tea,Peppermint Lg,Brewed herbal tea,Astoria,Afternoon,15.00
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Cranberry Scone,Scone,Astoria,Afternoon,3.25
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Latte Rg,Barista Espresso,Astoria,Afternoon,12.75
2023-02-04,Feb,2023-02,Sat,7,5,5,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Afternoon,15.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Afternoon,12.40
2023-02-04,Feb,2023-02,Sat,7,3,3,Bakery,Almond Croissant,Pastry,Lower Manhattan,Afternoon,11.25
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Serenity Green Tea Lg,Brewed Green tea,Astoria,Afternoon,6.00
2023-02-04,Feb,2023-02,Sat,7,4,4,Tea,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Afternoon,15.00
2023-02-04,Feb,2023-02,Sat,7,3,3,Coffee,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Afternoon,17.50
2023-02-04,Feb,2023-02,Sat,7,2,2,Coffee,Cappuccino,Barista Espresso,Hell's Kitchen,Afternoon,11.25
2023-02-04,Feb,2023-02,Sat,7,1,1,Bakery,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Afternoon,3.25
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Earl Grey Lg,Brewed Black tea,Astoria,Afternoon,3.00
2023-02-04,Feb,2023-02,Sat,7,2,2,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Afternoon,7.65
2023-02-04,Feb,2023-02,Sat,7,1,1,Tea,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Afternoon,6.00
